MAL_ID,Name,Score,Genres,Type,Episodes,Ranked,Popularity,Members,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,6.32,Fantasy,OVA,3,6777,11638,609,11,11,20,17,25,18,10,4,2,3
7605,Parasol Henbei,6.05,"Adventure, Comedy, Fantasy, Kids, Magic",TV,200,8000,12408,444,16,4,10,31,34,24,11,4,3,7
7610,Anju to Zushioumaru,6.07,"Historical, Fantasy",Movie,1,7944,9605,1483,16,18,63,132,143,100,40,24,12,7
7611,Issho ni Ecchi,5.85,Hentai,OVA,1,Unknown,7476,3451,73,38,100,190,275,214,104,51,42,34
7612,Haha Sange,5.8,Hentai,OVA,2,Unknown,6691,4640,125,74,154,293,374,325,196,86,74,59
7616,Michi (Movie),7.02,"Slice of Life, Drama",Movie,4,3577,11864,553,19,29,27,29,22,7,1,6,3,2
7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,4.31,"Comedy, Fantasy",ONA,1,10953,11834,560,3,3,1,12,21,39,49,44,63,108
7619,Gegege no Kitarou (1996),6.69,"Adventure, Demons, Supernatural",TV,114,4962,8190,2593,48,46,149,231,169,97,23,15,10,10
7621,Chuumon no Ooi Ryouriten,5.63,"Horror, Supernatural, Fantasy",Movie,1,9322,10787,855,14,8,21,51,58,64,27,20,9,12
7625,Yousei Dick,Unknown,"Fantasy, Kids",TV,26,13012,12918,361,10,1,8,12,5,10,4,6,6,5
7626,Umi no Triton (1979),6.15,"Adventure, Fantasy, Shounen",Movie,2,7569,12021,524,7,14,19,31,24,24,6,14,15,7
7627,Mitsudomoe,7.59,"Comedy, School, Slice of Life",TV,13,1322,1512,90822,3635,6195,11310,9657,4031,1967,933,419,266,253
7629,The Arari Show,Unknown,"Comedy, Drama, Slice of Life",TV,26,12445,14935,195,2,3,Unknown,2,3,5,5,2,1,6
7633,Ari no Seikatsu,Unknown,Fantasy,Movie,1,13313,14201,242,5,1,1,6,3,6,6,6,3,5
7639,Shounen Santa no Daibouken!,Unknown,"Adventure, Fantasy, Shounen",TV,24,12057,13639,285,6,2,2,7,10,12,5,Unknown,Unknown,4
7643,Domo-kun,6.36,"Slice of Life, Comedy, Kids",TV,37,6598,8851,1979,66,45,72,136,106,68,27,11,11,23
7645,Heartcatch Precure!,7.79,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",TV,49,842,3335,24088,1211,1813,2327,1902,902,511,166,81,35,47
7646,Yawarakame♥,Unknown,"Comedy, Kids",ONA,26,12987,12457,444,8,2,3,6,7,7,6,3,4,8
7647,Arakawa Under the Bridge,7.6,"Comedy, Romance, Seinen",TV,13,1276,485,289994,10150,21056,40047,34089,14038,6097,2561,906,532,415
7651,Ningen Shikkaku: Director's Cut-ban,7.51,"Drama, Historical, Psychological, Seinen",Movie,1,1553,5369,7997,207,236,389,391,149,76,27,14,13,11
7654,Tokyo Magnitude 8.0 Recap,7.08,Drama,Special,1,3282,5610,7183,251,230,483,696,396,199,57,28,19,18
7655,Major S6,8.38,"Comedy, Drama, Shounen, Sports",TV,25,169,2246,50558,6445,8138,8829,4330,1316,458,112,108,28,277
7659,Aisubeki Mirai e,6.34,Music,Music,1,6660,9830,1335,37,56,104,210,185,119,42,31,14,16
7661,Giant Killing,7.58,"Sports, Drama, Seinen",TV,26,1330,2047,58297,2139,4866,9391,8446,3441,1287,429,161,72,63
7662,Shinrei Tantei Yakumo,7.35,"Mystery, Horror, Supernatural",TV,13,2107,1266,113530,4041,6797,12643,14214,7033,3444,1370,480,209,148
7664,Nils no Fushigi na Tabi (Movie),6.38,"Kids, Adventure, Fantasy",Movie,1,6507,10779,862,30,18,33,84,84,57,13,7,3,2
7666,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,6.35,"Comedy, Sci-Fi, Shounen",Movie,1,6646,9240,1701,27,35,86,220,159,95,36,24,6,9
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,6.24,"Comedy, Sci-Fi, Shounen",Movie,1,7163,10233,1107,10,14,41,87,112,47,22,7,4,9
7668,Suki Desu Suzuki-kun!!,5.98,Romance,OVA,2,8307,6610,4767,131,144,241,406,528,403,246,136,88,34
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.91,"Comedy, Fantasy, School",OVA,1,3987,3876,17659,435,782,1969,3175,1855,832,282,126,72,52
7674,Bakuman.,8.23,"Comedy, Drama, Romance, Shounen",TV,25,274,242,490554,39072,62853,79867,41455,13164,5198,1522,564,319,351
7681,Kyouryuu Wakusei,Unknown,"Adventure, Fantasy, Historical, Sci-Fi",TV,60,15256,12764,382,7,Unknown,9,8,6,8,10,1,1,4
7683,Suiren no Hito,Unknown,Drama,Movie,1,12266,13145,335,4,1,4,14,19,31,13,8,5,4
7691,Tokimeki Memorial 4 OVA,6.12,Harem,OVA,1,7707,9079,1823,26,20,75,127,165,95,36,26,10,14
7695,Pokemon Movie 13: Genei no Hasha Zoroark,6.89,"Action, Adventure, Fantasy, Kids",Movie,1,4055,2206,52115,1906,2377,5686,9953,6461,3273,1087,411,151,76
7696,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,Unknown,Historical,Movie,1,11816,12616,415,8,9,14,29,23,18,2,Unknown,Unknown,2
7697,Sangokushi: Dai Ni Bu - Choukou Moyu!,Unknown,"Action, Historical",Movie,1,11814,12387,453,13,7,14,29,20,13,3,2,1,3
7698,Sangokushi: Dai San Bu - Harukanaru Taichi,Unknown,"Action, Historical",Movie,1,11815,12747,385,11,3,14,21,23,16,1,2,1,2
7705,Starry☆Sky,6.14,"Harem, School, Shoujo",ONA,26,7639,2316,47886,780,957,1906,3328,3719,3081,1718,869,568,383
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,6.54,Hentai,OVA,4,Unknown,5272,8312,282,200,403,654,572,352,183,81,52,54
7709,Peng You Town,Unknown,"Kids, Slice of Life",Special,1,11519,13638,285,2,1,4,17,20,24,15,4,3,11
7711,Karigurashi no Arrietty,7.94,Fantasy,Movie,1,620,629,229972,17409,29755,46916,33923,11246,3540,846,272,89,91
7712,Kansen 2: Inzai Toshi,6.37,Hentai,OVA,2,Unknown,6500,4949,144,89,233,400,441,261,119,58,25,32
7713,Nihon Mukashibanashi: Saru Kani,5.6,Fantasy,Movie,1,9437,13329,316,6,3,8,9,21,24,17,8,10,13
7715,Auto Mommy,Unknown,Fantasy,Movie,1,13350,12763,381,5,3,3,6,2,7,7,2,2,5
7718,Denshinbashira Elemi no Koi,6.16,Fantasy,Movie,1,7519,8316,2456,37,33,103,228,187,131,55,33,25,26
7720,Ookiku Furikabutte: Natsu no Taikai-hen,8.04,"Comedy, Seinen, Sports",TV,13,491,2656,36732,2384,4405,6781,3979,1176,397,109,39,21,34
7721,Yans! Gans! Meat or Die,Unknown,"Adventure, Comedy",ONA,12,12967,13483,301,2,1,3,9,16,15,15,10,12,18
7723,Hipira-kun,6.12,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,7700,7965,2811,42,41,131,317,317,234,101,36,24,22
7724,Shiki,7.79,"Horror, Mystery, Supernatural, Thriller, Vampire",TV,22,850,272,465342,24258,42994,62037,46353,19926,8725,4166,1596,903,734
7728,Hellsing: Psalm of the Darkness,6.96,"Action, Supernatural, Vampire, Seinen",Special,1,3770,3235,25569,1108,774,1431,2441,1617,911,324,130,93,91
7729,Hokkyoku no Muushika Miishika,5.88,Adventure,Movie,1,8606,12564,421,10,5,17,25,25,33,18,11,3,4
7730,Issho ni H Shiyo,6.77,Hentai,OVA,6,Unknown,5218,8558,321,288,491,808,536,333,141,99,50,46
7739,11eyes: Momoiro Genmutan,6.06,"Ecchi, Comedy, Super Power, Supernatural",Special,1,7980,2646,37108,1345,1340,2691,4249,4368,3199,1801,1043,876,749
7740,Queen's Blade: Gyokuza wo Tsugu Mono Specials,6.18,"Action, Adventure, Ecchi, Fantasy",Special,6,7453,4775,10683,269,244,468,865,1022,638,278,169,140,104
7744,Fight Ippatsu! Juuden-chan!! Specials,6.56,"Ecchi, Comedy",Special,6,5591,5889,6349,205,206,452,800,679,380,154,81,64,31
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,7.22,"Action, Comedy, Shounen, Supernatural",OVA,1,2708,5971,6114,161,245,648,867,376,162,40,17,9,6
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,7.26,"Hentai, School, Yuri",OVA,1,Unknown,2438,43248,2972,2491,4368,4809,2976,1687,634,367,230,218
7750,DigiGirl Pop!: Strawberry & Pop Mix Flavor,Unknown,"Comedy, Sci-Fi",TV,26,13795,12933,358,4,1,5,11,10,7,7,Unknown,3,5
7751,Midnight Horror School,Unknown,Comedy,TV,52,15527,11642,610,6,6,4,25,10,9,5,4,1,8
7752,Bao Lian Deng,6.28,"Action, Adventure, Fantasy",Movie,1,6987,12200,484,13,13,17,23,44,28,17,4,8,1
7759,Saki Picture Drama,6.23,"Comedy, Slice of Life",Special,7,7220,7231,3788,77,39,137,337,317,205,88,47,25,17
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,7.05,Comedy,TV,12,3462,8835,1998,51,76,129,143,119,47,13,8,5,19
7762,"Yondemasu yo, Azazel-san.",7.6,"Comedy, Demons, Supernatural",OVA,4,1271,3133,27352,1096,1773,3460,3255,1269,442,147,61,29,33
7768,Tantei Opera Milky Holmes,6.94,"Mystery, Comedy, Super Power",TV,12,3869,2564,39578,906,1476,3173,4310,2536,1439,749,400,209,160
7769,Ookami-san to Shichinin no Nakama-tachi,7.22,"Comedy, Parody, Romance",TV,12,2694,614,235671,6575,12733,28299,37290,17540,8041,2693,994,458,310
7770,Yutori-chan,6.11,"Slice of Life, Comedy",ONA,25,7760,6469,5032,44,49,195,375,474,276,147,65,31,13
7771,Chiisana Jumbo,5.8,"Fantasy, Music, Kids",Movie,1,8845,12174,488,10,5,23,27,42,43,28,15,4,6
7774,"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",6.7,"Comedy, Ecchi, Fantasy",OVA,1,4921,5666,7006,169,200,418,862,601,302,109,68,28,20
7775,Futatsu no Kurumi,6.51,Drama,Special,1,5855,10685,898,17,23,49,92,81,36,20,7,4,3
7779,Andersen Monogatari (TV),6.21,"Kids, Fantasy, Drama",TV,52,7295,11092,759,9,14,17,41,35,33,18,8,3,8
7781,Gothicmade: Hana no Utame,Unknown,"Mecha, Romance, Sci-Fi",Movie,1,14180,7790,3029,9,4,7,10,19,11,2,1,1,5
7782,Kämpfer Picture Drama,5.43,Comedy,Special,1,9842,4374,13216,324,256,478,912,1273,1395,805,448,333,367
7785,Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",TV,11,65,454,307558,30301,31128,23327,10645,3997,1850,947,419,295,688
7786,Arabian Nights: Sindbad no Bouken,5.41,"Action, Adventure, Fantasy",Movie,1,9899,9994,1223,15,4,30,66,95,100,52,27,25,19
7791,K-On!!,8.15,"Comedy, Music, School, Slice of Life",TV,26,361,233,509434,53727,65750,80020,51465,19435,8446,2882,1161,679,939
7793,Ring ni Kakero 1: Kage Dou-hen,6.42,"Action, Shounen, Sports",TV,6,6325,9817,1337,41,12,45,82,64,45,18,3,5,2
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Unknown,Kids,OVA,1,13556,13492,298,3,1,1,10,11,7,5,1,2,7
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.66,"Comedy, Romance",ONA,1,5073,2631,37646,1283,1532,2896,4822,4534,2414,911,393,232,146
7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,5.66,"Slice of Life, Magic, Comedy, Shoujo",Movie,1,9279,11340,691,3,3,10,41,56,65,27,15,5,7
7808,Zukkoke Knight: Don De La Mancha,Unknown,"Adventure, Comedy, Historical, Romance",TV,23,13150,12074,507,8,6,5,25,22,18,6,9,10,7
7809,3-tsu no Kumo,4.79,Dementia,Movie,3,10756,9493,1533,13,14,27,65,122,135,105,66,63,74
7810,Yami wo Mitsumeru Hane,5.09,Dementia,Movie,1,10488,10414,1019,10,11,35,40,72,80,56,42,38,45
7811,Yoru no Okite,4.24,Dementia,Movie,1,10955,9836,1325,11,7,18,39,77,111,127,77,98,106
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.16,"Comedy, Sci-Fi, Shounen",Movie,1,7517,10362,1042,16,13,40,70,101,40,22,8,8,10
7817,B-gata H-kei,6.94,"Comedy, Ecchi, Romance, School, Seinen",TV,12,3831,423,323103,10879,18094,38167,53805,34435,17947,7785,3251,1751,1176
7818,Yousei Ou,5.63,"Fantasy, Shoujo",OVA,1,9354,10105,1173,10,11,19,37,64,78,35,18,16,8
7836,Notari Matsutarou,Unknown,Sports,OVA,10,11238,11940,539,6,1,11,13,17,24,16,6,2,4
7843,Kiekaketa Monogataritachi no Tame ni,5.03,Dementia,Movie,1,10592,10853,841,8,4,14,42,60,79,51,34,29,28
7844,The Place Where We Were,Unknown,Dementia,Movie,1,12484,12630,412,7,2,6,11,19,18,7,7,1,5
7845,Seton Doubutsuki,6.73,"Adventure, Fantasy",TV,45,4738,12251,477,19,16,27,16,16,13,7,4,Unknown,5
7856,Kage no Kodomo,Unknown,Dementia,Movie,1,14764,13375,311,8,3,3,11,7,5,2,1,3,5
7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.77,"Comedy, Historical",Special,7,4609,6514,4937,193,183,315,519,401,247,103,49,18,24
7858,Sora no Otoshimono: Project Pink,7.43,"Sci-Fi, Harem, Comedy, Supernatural, Ecchi, Shounen",OVA,1,1798,1470,94540,5608,6661,13617,15439,6919,2916,994,461,253,196
7861,Versailles no Bara to Onna-tachi,7.09,"Historical, Drama, Shoujo",Special,1,3235,7836,2972,166,121,193,262,154,97,21,12,10,21
7862,Transformers: Robot Masters,5.52,Mecha,Special,2,9633,10567,948,16,6,19,52,102,79,43,17,17,22
7864,SF Lolita Fantasy Ome-1,5.13,"Hentai, Parody, Sci-Fi",OVA,2,Unknown,11525,636,10,1,4,14,25,30,34,14,29,15
7867,Gon,5.73,"Action, Adventure, Kids",TV,50,9078,9556,1505,36,13,40,74,105,125,52,39,17,27
7870,Baka to Test to Shoukanjuu Specials,7.33,"Magic, Comedy, School",Special,6,2204,2427,43497,1903,2484,4696,5865,3042,1354,324,162,72,54
7875,Kanokon: Manatsu no Dai Shanikusai Specials,6.52,Ecchi,Special,2,5789,4041,16088,569,427,871,1525,1381,792,337,198,141,110
7876,Oz no Mahoutsukai,5.78,"Adventure, Kids, Fantasy",Movie,1,8927,11281,708,14,4,22,46,74,65,14,15,7,10
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",7.5,"Drama, School, Slice of Life",Movie,1,1590,7784,3056,108,187,265,266,104,40,18,7,2,12
7882,Ramen Tenshi Pretty Menma,4.63,"Comedy, Magic, Parody",Special,1,10883,7086,4005,31,18,59,126,220,304,279,164,127,135
7897,Issho ni Sleeping: Sleeping with Hinako,4.43,Ecchi,OVA,1,10923,3964,16681,663,174,356,708,943,1472,1180,945,1054,1589
7900,Super Child,4.89,"Action, Sci-Fi, Adventure",Movie,1,10699,10381,1038,19,5,9,13,8,25,25,53,82,263
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,7.51,"Parody, Fantasy, Comedy, Military",Special,16,1553,2253,50047,3070,3333,5619,5847,2927,1323,427,196,113,137
7904,Kemono no Souja Erin Recaps,6.77,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,4593,8654,2134,52,40,61,120,82,41,15,5,8,6
7908,Love² Police,5.23,Hentai,OVA,1,Unknown,11214,730,12,4,3,14,23,46,25,17,15,15
7914,Kyuukyoku no Chef wa Oishinbo Papa,5.24,Hentai,OVA,1,Unknown,11615,618,10,4,5,11,19,33,27,13,13,15
7915,Otaku no Seiza,5.59,"Comedy, Parody",OVA,2,9423,10917,816,8,5,19,34,60,50,27,17,18,9
7939,Animation!,5.85,"Adventure, Fantasy, Comedy, Dementia, Music, Mystery",OVA,13,8672,11548,627,14,5,9,23,29,46,15,6,4,9
7953,Defend Love,5.87,"Adventure, Fantasy, Magic, Mecha, Romance, Super Power, Supernatural, Music, Sci-Fi",Music,1,8619,9044,1854,27,20,81,161,306,243,73,29,18,18
7955,The Marshmallow Times,6.45,Slice of Life,TV,52,6149,11648,610,25,8,20,31,26,20,7,4,Unknown,2
7956,Cybot Robocchi,Unknown,"Comedy, Sci-Fi",TV,39,13740,12763,385,7,1,5,15,16,18,10,2,4,9
7960,Pachislo Kizoku Gin,Unknown,"Action, Game",TV,23,11458,11633,611,4,5,3,10,6,10,6,4,3,3
7967,Hiroshima ni Ichiban Densha ga Hashitta,Unknown,"Historical, Drama",Movie,1,14444,11809,572,6,2,12,22,31,11,4,1,1,1
7969,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,6.6,Hentai,OVA,2,Unknown,5524,7458,288,214,411,651,530,350,160,72,57,66
7972,"Chi's Sweet Home: Chi to Kocchi, Deau.",7.37,"Slice of Life, Comedy, Kids",OVA,1,2026,5869,6394,300,328,668,896,411,173,41,14,7,11
7980,Shin Obake no Q-tarou,Unknown,"Slice of Life, Comedy, Supernatural, School",TV,70,11965,13079,340,5,2,8,8,14,17,6,6,3,7
7981,Obake no Q-tarou (1985),6.26,"Comedy, Kids, School, Slice of Life, Supernatural",TV,510,7085,12662,404,11,7,15,24,29,19,4,6,2,11
7982,Tetsuro no Kanata,Unknown,Adventure,OVA,1,12429,11952,534,7,4,2,6,8,13,7,3,2,7
7985,Taiyou no Hou: El Cantare e no Michi,5.35,"Historical, Fantasy",Movie,1,10032,11294,705,21,11,19,31,24,41,35,33,22,18
8011,Time Bokan Series: Gyakuten Ippatsuman,5.88,"Action, Comedy, Mecha, Sci-Fi",TV,58,8619,11007,789,12,5,10,32,34,35,15,8,6,13
8017,Soukou Kihei Votoms: Genei-hen,6.76,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6,4645,8462,2336,40,84,204,299,197,85,46,19,12,3
8022,Tegamibachi Gakuen,7.28,"Comedy, School",Special,25,2454,5093,9066,272,313,540,727,369,181,50,19,18,9
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,6.87,Comedy,Special,2,4150,2541,39821,1301,1557,3160,5601,3879,1882,678,302,143,101
8025,Chi-Sui Maru,Unknown,Comedy,TV,41,13597,12632,410,6,2,5,7,5,16,8,9,3,7
8026,Super Street Fighter IV,6.37,"Action, Adventure, Shounen",OVA,1,6568,5939,6157,141,180,456,919,801,466,206,85,82,20
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.83,"Comedy, Josei, Music, Romance",Special,1,767,2643,37050,1903,3453,6966,5054,1432,468,97,35,20,26
8039,Oppai no Ouja 48,7.01,Hentai,OVA,2,Unknown,5379,7927,370,304,573,790,469,253,113,63,34,43
8041,Sennin Buraku,5.97,"Comedy, Ecchi",TV,23,8317,11464,651,9,5,8,24,30,22,13,10,10,14
8042,Taishou Yakyuu Musume. Specials,6.21,"School, Sports",Special,2,7290,9838,1334,18,13,30,96,81,59,26,7,5,6
8057,Shin Koihime†Musou: Otome Tairan,7.02,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,3583,3814,18085,513,708,1525,2252,1234,691,264,88,50,45
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,6.7,Comedy,Special,1,4919,6290,5382,130,167,387,662,466,251,82,56,29,16
8063,Sekaiichi Hatsukoi OVA,7.96,"Comedy, Drama, Romance, Shounen Ai",OVA,2,580,2039,59007,6200,6087,8068,6629,2846,1133,343,134,88,102
8064,Ashiaraiyashiki no Juunin-tachi.,5.05,"Action, Fantasy, Supernatural, Seinen",OVA,1,10533,8491,2289,20,8,34,81,144,188,128,70,51,39
8065,Karakuri Kengou Den Musashi Lord,Unknown,"Action, Adventure, Mecha",TV,50,14886,12304,470,6,1,8,15,21,15,5,6,5,1
8068,Kuroshitsuji Picture Drama,7.13,"Demons, Supernatural",Special,1,3095,3737,19021,1057,746,1086,1446,1020,545,235,129,72,119
8074,Highschool of the Dead,7.15,"Action, Horror, Supernatural, Ecchi, Shounen",TV,12,2998,55,1108591,66070,88392,155885,184924,107049,54874,28645,13816,8353,5683
8078,Kure-nai OVA,6.84,"Action, Comedy",OVA,2,4263,4514,12262,241,483,1211,2032,1262,563,245,79,39,30
8079,Tamala 2010: A Punk Cat in Space OVA,5.6,"Dementia, Sci-Fi",OVA,2,9410,10220,1111,13,15,33,40,51,91,37,23,16,16
8081,Je Bul Chal-ssi Iyagi,5.81,"Comedy, Horror, Fantasy",Movie,1,8804,12397,448,6,2,13,18,21,27,9,7,5,10
8086,Densetsu no Yuusha no Densetsu,7.6,"Action, Adventure, Magic, Fantasy, Shounen",TV,24,1259,594,244977,10464,18808,34910,31263,12780,5508,2151,718,353,331
8092,Bakumatsu no Spasibo,6.69,Historical,Movie,1,4952,10105,1166,20,21,54,98,53,30,12,5,1,3
8097,Lupin III: The Last Job,6.98,"Action, Adventure, Comedy, Seinen",Special,1,3707,6082,5849,127,168,456,700,387,172,56,19,14,10
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.39,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,1935,4510,12354,372,550,1345,1425,584,264,74,29,20,12
8100,Mardock Scramble: The First Compression,7.48,"Action, Sci-Fi, Psychological",Movie,1,1643,1939,63350,1721,3994,7924,7003,2878,1201,506,216,101,79
8101,HenSemi,6.53,"Comedy, Ecchi, Seinen",OVA,2,5752,3240,25568,417,684,1741,2893,2271,1224,610,267,148,126
8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.55,"Adventure, Comedy, Kids",Movie,1,5613,9437,1581,45,33,81,135,115,72,32,12,5,6
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,6.45,"Kids, Adventure, Comedy",Movie,1,6143,9505,1524,36,32,70,126,115,72,37,16,4,4
8110,Fukubiki! Triangle: Miharu After,7.07,Hentai,OVA,2,Unknown,4204,14550,644,644,1183,1554,876,561,181,108,52,73
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,6.32,Hentai,OVA,2,Unknown,6563,4843,126,96,224,345,384,232,101,51,40,47
8115,Uchuu Show e Youkoso,7.35,"Adventure, Space, Fantasy",Movie,1,2111,3549,21171,520,1002,1910,2115,968,429,168,61,31,19
8120,Gotou ni Naritai.,7.09,"Slice of Life, School, Drama",Movie,1,3251,8648,2140,50,97,183,214,106,56,20,10,5,8
8123,Cooking Papa,6.58,"Comedy, Slice of Life",TV,151,5469,9792,1369,21,14,46,57,35,24,8,4,4,10
8129,Kuragehime,8.13,"Slice of Life, Comedy, Josei",TV,11,380,815,183836,13433,23393,28531,16679,5567,2051,645,201,120,142
8130,Mighty Orbots,5.89,"Sci-Fi, Adventure, Comedy, Mecha",TV,13,8562,11791,571,7,6,14,30,32,34,19,8,7,6
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,5.91,"Action, Mecha, Historical",Movie,1,8507,9009,1884,30,18,52,113,125,100,41,30,18,17
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.13,"Action, Fantasy, Magic, Shoujo",Movie,1,3053,6400,5119,214,264,503,635,372,192,69,32,5,12
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",7.15,Comedy,Movie,1,3000,7967,2825,97,120,280,338,165,98,15,10,5,6
8139,Shin Minashigo Hutch,6.33,"Adventure, Comedy, Drama",TV,26,6705,11746,583,12,14,21,40,67,22,9,10,9,1
8140,Konchuu Monogatari Minashigo Hutch (1989),6.49,"Adventure, Comedy, Drama",TV,55,5953,10561,952,21,30,57,98,115,56,19,8,4,7
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,6.1,"Adventure, Comedy, Drama",Movie,1,7811,12297,470,14,3,19,27,31,18,12,3,4,5
8142,Colorful (Movie),7.83,"Drama, Slice of Life, Supernatural",Movie,1,773,1030,144435,8007,13567,19660,13967,5476,2401,968,421,207,198
8143,Sockies: Frontier Quest,Unknown,Comedy,TV,39,12106,14143,249,5,Unknown,Unknown,3,7,2,1,Unknown,2,5
8145,Gegege no Kitarou: Nippon Bakuretsu,6.45,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1,6169,10667,903,18,14,40,75,62,38,14,2,2,7
8146,Gegege no Kitarou: Daikaijuu,6.22,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1,7244,10779,863,15,10,25,63,77,32,14,4,5,5
8149,Gegege no Kitarou (1968 Movie),6.15,"Adventure, Comedy, Horror, Supernatural, Fantasy",Movie,1,7562,10453,1004,14,12,22,73,94,43,18,7,6,5
8150,Gegege no Kitarou: Chisougan,5.88,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,8588,11350,692,7,4,20,39,49,42,18,9,5,9
8152,Gegege no Kitarou (1985 Movie),6.1,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,7794,11139,749,11,6,11,39,52,32,16,2,4,3
8153,Gegege no Kitarou: Youkai Daisensou,6.11,"Adventure, Fantasy, Comedy, Supernatural, Horror",Movie,1,7766,11620,611,14,2,9,33,35,17,10,5,1,6
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,6.25,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,7115,11664,601,11,5,10,20,32,23,4,5,Unknown,9
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,14080,11776,575,11,1,13,23,34,14,6,2,Unknown,8
8156,Gegege no Kitarou: Obake Nighter,6.13,"Sports, Demons, Supernatural",Movie,1,7663,11418,665,11,5,14,39,40,25,5,6,3,3
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,6.07,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,7926,11280,705,10,2,20,40,61,24,8,5,6,3
8158,Gegege no Kitarou: Jigoku-hen,6.23,"Adventure, Fantasy, Comedy, Supernatural, Horror",TV,7,7217,11251,709,10,7,11,33,38,30,7,2,2,3
8162,Mugen Shinshi: Bouken Katsugeki-hen,5.48,"Fantasy, Horror, Mystery",OVA,1,9745,10427,1024,12,5,14,46,81,84,57,29,11,11
8171,One Piece Recap,7.16,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,2955,3999,16499,948,623,1191,1920,1094,627,139,73,44,80
8176,Teinenpi Shoujo Heidi,5.8,"Comedy, Parody",ONA,8,8847,12049,513,19,9,7,22,30,27,13,10,17,32
8178,Fujoshi no Hinkaku,6.12,Slice of Life,OVA,1,7697,10758,871,14,20,32,51,73,45,29,13,6,7
8179,Eagle Sam,Unknown,"Comedy, Sports",TV,51,13883,13313,317,4,Unknown,2,10,5,8,7,4,3,8
8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,5.95,"Adventure, Comedy",Special,1,8386,11537,634,12,4,8,26,39,24,12,4,5,11
8181,Adachi-ga Hara,6.03,Sci-Fi,Movie,1,8101,10010,1227,17,21,51,98,124,91,43,14,12,15
8182,Bouken Shounen Shadar,Unknown,"Adventure, Horror",TV,156,13500,12289,471,7,8,8,12,11,20,8,9,2,15
